20130414 17:02:30:	update worker_tb set last_request_time='2013-04-14 17:02:30' where slave_id=1
20130414 17:02:30:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:02:30:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:02:31:	update worker_tb set last_request_time='2013-04-14 17:02:31' where slave_id=1
20130414 17:02:31:	update worker_tb set last_request_time='2013-04-14 17:02:31' where slave_id=1
20130414 17:02:31:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:02:31:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:02:32:	update worker_tb set last_request_time='2013-04-14 17:02:32' where slave_id=1
20130414 17:02:32:	update worker_tb set last_request_time='2013-04-14 17:02:32' where slave_id=1
20130414 17:02:32:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:02:32:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:02:32:	update worker_tb set last_request_time='2013-04-14 17:02:32' where slave_id=1
20130414 17:02:32:	update worker_tb set last_request_time='2013-04-14 17:02:32' where slave_id=1
20130414 17:02:32:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:02:32:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:02:32:	update worker_tb set last_request_time='2013-04-14 17:02:32' where slave_id=1
20130414 17:02:32:	update worker_tb set last_request_time='2013-04-14 17:02:32' where slave_id=1
20130414 17:02:32:	update worker_site_tb set site_task_failed=site_task_failed+1 where slave_id=1 and site_id='csdn'
20130414 17:02:32:	update worker_site_tb set site_task_failed=site_task_failed+1 where slave_id=1 and site_id='csdn'
20130414 17:02:36:	update worker_tb set last_request_time='2013-04-14 17:02:36' where slave_id=1
20130414 17:02:36:	update worker_tb set last_request_time='2013-04-14 17:02:36' where slave_id=1
20130414 17:02:36:	update worker_site_tb set site_task_failed=site_task_failed+1 where slave_id=1 and site_id='csdn'
20130414 17:02:36:	update worker_site_tb set site_task_failed=site_task_failed+1 where slave_id=1 and site_id='csdn'
20130414 17:02:40:	update worker_tb set last_request_time='2013-04-14 17:02:40' where slave_id=1
20130414 17:02:40:	update worker_tb set last_request_time='2013-04-14 17:02:40' where slave_id=1
20130414 17:02:40:	update worker_site_tb set site_task_failed=site_task_failed+1 where slave_id=1 and site_id='csdn'
20130414 17:02:40:	update worker_site_tb set site_task_failed=site_task_failed+1 where slave_id=1 and site_id='csdn'
20130414 17:02:40:	update worker_tb set last_request_time='2013-04-14 17:02:40' where slave_id=1
20130414 17:02:40:	update worker_tb set last_request_time='2013-04-14 17:02:40' where slave_id=1
20130414 17:02:40:	update worker_site_tb set site_task_failed=site_task_failed+1 where slave_id=1 and site_id='csdn'
20130414 17:02:40:	update worker_site_tb set site_task_failed=site_task_failed+1 where slave_id=1 and site_id='csdn'
20130414 17:02:44:	update worker_tb set last_request_time='2013-04-14 17:02:44' where slave_id=1
20130414 17:02:44:	update worker_tb set last_request_time='2013-04-14 17:02:44' where slave_id=1
20130414 17:02:44:	update worker_site_tb set site_task_failed=site_task_failed+1 where slave_id=1 and site_id='csdn'
20130414 17:02:44:	update worker_site_tb set site_task_failed=site_task_failed+1 where slave_id=1 and site_id='csdn'
20130414 17:02:47:	update worker_tb set last_request_time='2013-04-14 17:02:47' where slave_id=1
20130414 17:02:47:	update worker_tb set last_request_time='2013-04-14 17:02:47' where slave_id=1
20130414 17:02:47:	update worker_site_tb set site_task_failed=site_task_failed+1 where slave_id=1 and site_id='csdn'
20130414 17:02:47:	update worker_site_tb set site_task_failed=site_task_failed+1 where slave_id=1 and site_id='csdn'
20130414 17:02:51:	update worker_tb set last_request_time='2013-04-14 17:02:51' where slave_id=1
20130414 17:02:51:	update worker_tb set last_request_time='2013-04-14 17:02:51' where slave_id=1
20130414 17:02:51:	update worker_site_tb set site_task_failed=site_task_failed+1 where slave_id=1 and site_id='csdn'
20130414 17:02:51:	update worker_site_tb set site_task_failed=site_task_failed+1 where slave_id=1 and site_id='csdn'
20130414 17:02:51:	update worker_tb set last_request_time='2013-04-14 17:02:51' where slave_id=1
20130414 17:02:51:	update worker_tb set last_request_time='2013-04-14 17:02:51' where slave_id=1
20130414 17:02:51:	update worker_site_tb set site_task_failed=site_task_failed+1 where slave_id=1 and site_id='csdn'
20130414 17:02:51:	update worker_site_tb set site_task_failed=site_task_failed+1 where slave_id=1 and site_id='csdn'
20130414 17:02:55:	update worker_tb set last_request_time='2013-04-14 17:02:55' where slave_id=1
20130414 17:02:55:	update worker_tb set last_request_time='2013-04-14 17:02:55' where slave_id=1
20130414 17:02:55:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:02:55:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:03:00:	update worker_tb set last_request_time='2013-04-14 17:03:00' where slave_id=1
20130414 17:03:00:	update worker_tb set last_request_time='2013-04-14 17:03:00' where slave_id=1
20130414 17:03:00:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:03:00:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:03:02:	update worker_tb set last_request_time='2013-04-14 17:03:02' where slave_id=1
20130414 17:03:02:	update worker_tb set last_request_time='2013-04-14 17:03:02' where slave_id=1
20130414 17:03:02:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:03:02:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:03:04:	update worker_tb set last_request_time='2013-04-14 17:03:04' where slave_id=1
20130414 17:03:04:	update worker_tb set last_request_time='2013-04-14 17:03:04' where slave_id=1
20130414 17:03:04:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:03:04:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:03:05:	update worker_tb set last_request_time='2013-04-14 17:03:05' where slave_id=1
20130414 17:03:05:	update worker_tb set last_request_time='2013-04-14 17:03:05' where slave_id=1
20130414 17:03:05:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:03:05:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:03:06:	update worker_tb set last_request_time='2013-04-14 17:03:06' where slave_id=1
20130414 17:03:06:	update worker_tb set last_request_time='2013-04-14 17:03:06' where slave_id=1
20130414 17:03:06:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:03:06:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:03:07:	update worker_tb set last_request_time='2013-04-14 17:03:07' where slave_id=1
20130414 17:03:07:	update worker_tb set last_request_time='2013-04-14 17:03:07' where slave_id=1
20130414 17:03:07:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:03:07:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:03:08:	update worker_tb set last_request_time='2013-04-14 17:03:08' where slave_id=1
20130414 17:03:08:	update worker_tb set last_request_time='2013-04-14 17:03:08' where slave_id=1
20130414 17:03:08:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:03:08:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:03:09:	update worker_tb set last_request_time='2013-04-14 17:03:09' where slave_id=1
20130414 17:03:09:	update worker_tb set last_request_time='2013-04-14 17:03:09' where slave_id=1
20130414 17:03:09:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:03:09:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:03:11:	update worker_tb set last_request_time='2013-04-14 17:03:11' where slave_id=1
20130414 17:03:11:	update worker_tb set last_request_time='2013-04-14 17:03:11' where slave_id=1
20130414 17:03:11:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:03:11:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:03:13:	update worker_tb set last_request_time='2013-04-14 17:03:13' where slave_id=1
20130414 17:03:13:	update worker_tb set last_request_time='2013-04-14 17:03:13' where slave_id=1
20130414 17:03:13:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:03:13:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:03:14:	update worker_tb set last_request_time='2013-04-14 17:03:14' where slave_id=1
20130414 17:03:14:	update worker_tb set last_request_time='2013-04-14 17:03:14' where slave_id=1
20130414 17:03:14:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:03:14:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:03:15:	update worker_tb set last_request_time='2013-04-14 17:03:15' where slave_id=1
20130414 17:03:15:	update worker_tb set last_request_time='2013-04-14 17:03:15' where slave_id=1
20130414 17:03:15:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:03:15:	update worker_site_tb set site_task_sucess=site_task_sucess+1 where slave_id=1 and site_id='csdn'
20130414 17:03:16:	update worker_tb set last_request_time='2013-04-14 17:03:16' where slave_id=1
20130414 17:03:16:	update worker_tb set last_request_time='2013-04-14 17:03:16' where slave_id=1
